idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0001492988,"KATERINE MARCELES VILLALBA, ASTRID ADRIANA ANACONA JIMENEZ, GABRIEL ELIAS CHANCHI GOLONDRINO",,Colombia,True,2019,Pontificia Universidad Javeriana,978-958-5119-63-5,,137 - 147 N/A,"Inclusión, Investigación, Tamizaje auditivo, Video Juego","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones","Educación - Educación superior, Educación - Educación preescolar y básica","Hero Test: Instrumento portable e interactivo de tamizaje auditivo, basado en metodología SUM",Serious Applications of Technology in Games and Health
0001492988,"GABRIEL ELIAS CHANCHI GOLONDRINO, KATERINE MARCELES VILLALBA, SEBASTIAN PIMENTEL GONZALEZ, OSCAR DAVID IMBACHI SAMBONI",,Colombia,True,2019,Pontificia Universidad Javeriana,978-958-5119-63-5,,51 - 61 N/A,"Inclusión, Salud , usabilidad, Video Juego","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación superior,Serious game for learning sign language in Colombia,Serious Applications of Technology in Games and Health
0001492988,"JUAN JOSE CAIZA NARVAEZ, KATERINE MARCELES VILLALBA",,Colombia,True,2019,Pontificia Universidad Javeriana,978-958-5119-63-5,,127 - 137 N/A,"Salud , Tamizaje auditivo","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación superior,Disminuyendo la brecha comunicacional con Beeth - Ear,Serious Applications of Technology in Games and Health
0001492988,"KATERINE MARCELES VILLALBA, GERMAN PUYO, HANNY PAZ",,España,False,2022,Editorial académica española,978-620-2-23570-9,,24 - 32 1,"Aprendizaje, Apps, Alfabetizacion, Inclusión, Colaborativo, Ecologias, Gestión de proyectos informáticos","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación superior,SAT EL OJITO,TECNOLOGÍAS APLICADAS A LA COMUNIDAD
0001492988,"KATERINE MARCELES VILLALBA, ANDRES GUTIERREZ, DANIEL POSADA, SEBASTIAN MONDRAGON",,España,False,2022,Editorial académica española,978-620-2-23570-9,,6 - 23 1,"Apps, Aprendizaje, Alfabetizacion, Colaborativo, Ecologias, Gestión de proyectos informáticos, Inclusión","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación superior,"Crown The Virus, juego serio basado en metodología ágil para aprender de la crisis COVID-19",TECNOLOGÍAS APLICADAS A LA COMUNIDAD
0001492988,"KATERINE MARCELES VILLALBA, CLARA LUCIA BURBANO GONZALEZ",,Colombia,False,2017,REDIPE,978-1-945570-44-5,,,"Apps, Seguridad informática",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,"Educación - Otro, Educación - Educación superior",Inclusión de aplicativos móviles e procesos de aprendizaje en el área de seguridad informática,"I Simposio Internacional de Tópicos en Psicología, Subjetividades y contemporaneidad: Pedagogía y construcción de ámbitos de educación"
0001492988,"KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO",,Colombia,False,2017,REDIPE,978-1-945570-44-5,,45 - 55,"Investigación, Colciencias, Educación Superior","Humanidades -- Otras Humanidades -- Otras Humanidades, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías",Educación - Educación superior,Reflexiones integradoras en procesos de investigación y el aporte que realiza colciencias a los grupos de investigación en la educación superior,"I Simposio Internacional de Tópicos en Psicología, Subjetividades y contemporaneidad: Pedagogía y construcción de ámbitos de educación"
0001492988,"KATERINE MARCELES VILLALBA, CLARA LUCIA BURBANO GONZALEZ, DIANA CAROLINA BURBANO GONZALEZ, LORETO LOPEZ PINO",,Argentina,True,2017,UNESCO,978-84-16978-19-9,,928 - 945,"Aprendizaje, Colaborativo, Alfabetizacion",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Educación - Educación superior,Alfabetización Digital ¿AD¿,Educación Científica e Inclusión Sociodigital
0001492988,"KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO, GABRIEL ELIAS CHANCHI GOLONDRINO, MARIA LILIA IDROBO, MARGUI FERNANDA SAENZ TOBAR, CLARA LUCIA BURBANO GONZALEZ",,México,False,2018,"Springer Publishing Company, Inc.",978-3-030-03762-8,,234 - 245,"Aprendizaje, Ecologias, Juegos serios, Videojuego","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software),Recycling: A Serious Game Focused on the Classification of Waste,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
0001492988,"KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO, CLAUDIA SOFIA IDROBO CRUZ, CLARA LUCIA BURBANO GONZALEZ",,México,False,2018,"Springer Publishing Company, Inc.",978-3-030-03762-8,,135 - 144,"Aprendizaje, Juegos serios, Videojuego","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática,Characterization of the Serious Games Applied to the Historical Heritage,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, ANDERSON JIMENEZ, NELSON DARIO PANTOJA BETANCOURT",,Colombia,False,2018,"Springer Publishing Company, Inc.",978-3-030-03762-8,,14 - 23,"Rsa, redes, Seguridad informática, Criptografía, Controles","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones","Desarrollo de programas (software) y prestación de servicios en informática - Otro, Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software)",Cryptanalysis of the RSA Algorithm Under a System Distributed Using SBC Devices,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
0001492988,"KATERINE MARCELES VILLALBA, AMANDA GRAJALES, SILER AMADOR DONADO, MAURICIO ROSERO PIAMBA, MAICOL TUNUBALA",,Colombia,False,2018,Universidad de Cuenca Ecuador,978-9942-27-088-7,,97 - 102,"seguridad en las redes inalámbricas, Seguridad informática","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática,Estudio de vulnerabilidades en las pequeñas y medianas empresas utilizando el IDS SNORT.,Innovación y tecnología informática en las organizaciones
0001492988,KATERINE MARCELES VILLALBA,,Colombia,False,2018,REDIPE,978-1-945570-44-5,,406 - 411,"Aprendizaje, Colciencias, Colaborativo, TAC",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,,"GLOBALIZACIÓN Y EDUCACIÓN, UNA REFLEXIÓN HACIA LAS PERSPECTIVAS PARA UNA REVISIÓN DE LA RELACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN (TIC) Y LA SOCIEDAD","Apropiación, generación y uso edificador del conocimiento"
0000438456,LINA URIBE,,Países Bajos,True,2013,Editorial Sense Publishers,978-94-6209-228-0,,111 - 127,"Access to Higher Education, Social Justice","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",Educación - Educación superior,Access Policy and Social Justice in Higher Education: The Colombian Case,Fairness In Access To Higher Education In A Global Perspective
0000438456,"LINA URIBE, HEINZ DIETER MEYER, MAIA CHANKSELIANI, EDUARD P ST JOHN",,Colombia,False,2013,SENSE PUBLISHERS,9789462092297,,1 - 11,,"Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",,The Crisis of Higher Education Access - A Crisis of Justice,Fairness In Access To Higher Education In A Global Perspective
0000438456,LINA URIBE,,Colombia,False,2015,B.R. Publishing Corporation,9789350502075,,191 - 215,,,,Private - Public Dynamics in Colombian Higher Education,Private Higher Education. A Global Perspective
0000438456,LINA URIBE,,Colombia,True,2016,Studera Press,978-93-85883-06-4,,1 - 15 1,"Access to Higher Education, Higher Education, Social Justice","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",Educación - Educación superior,Reducing Inequality of Opportunity in Higher Education: Policy on Equity in Colombia,Equity in Higher Education. A Global Perspective
0000438456,"ALDO HERNANDEZ BARRIOS, LINA URIBE",,Reino Unido,False,2021,Emerald Publishing,978-1-83909-887-1,,249 - 272 1,"Gender, Equity, Access to Higher Education","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",Educación - Educación superior,Access and Gender Equity in Colombian Higher Education: From Aspirations to Success,International Perspectives on Gender and Higher Education. Student Access and Success
0000900893,"MARIA ISABEL VIDAL CAICEDO, MARTA CECILIA CAMACHO OJEDA, VICTOR HUGO AGREDO ECHAVARRIA",,Chile,False,2015,EEE Xplore,978-1-4673-9817-6,,1 - 10,"Cities and towns, Cultural differences, Games",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,,Serious videogames for heritage's appropriation,"Chilean Computer Science Society (SCCC), 2015 34th International Conference of the"
0000900893,"MARIA ISABEL VIDAL CAICEDO, GABRIEL ELIAS CHANCHI GOLONDRINO",,Colombia,False,2016,Opciones Gráficas Editores Ltda.,-978-958-680-079-2,,1 - 10,"escenario de gamificación, lenguaje LPP, Programacion","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,"CODIFICADOS, UN ESCENARIO DE GAMIFICACIÓN PARA EL APOYO A PROCESOS DE ENSEÑANZA-APRENDIZAJE DE PROGRAMACIÓN",Encuentro Internacional de facultades de Ingeniería ACOFI : Innovación en las Facultades de Ingeniería
0000900893,MARIA ISABEL VIDAL CAICEDO,,Colombia,False,2016,Opciones Gráficas Editores Ltda.,-978-958-680-079-2,,1 - 9,,,,JUEGOS SERIOS PARA EL APOYO DE CURSOS DE PROGRAMACION EN INGENIERIA,Encuentro Internacional de facultades de Ingeniería ACOFI : Innovación en las Facultades de Ingeniería
0000900893,"GABRIEL ELIAS CHANCHI GOLONDRINO, MARIA ISABEL VIDAL CAICEDO",,Colombia,False,2018,Corporación CIMTED,978-958-52097-0-1-,,150 - 175,Accesibility,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,Directrices para el diseño de juegos serios accesibles,"Ingenieria, Tecnología y automatización: Innovacion y desarrollo"
0000900893,"MARIA ISABEL VIDAL CAICEDO, GABRIEL ELIAS CHANCHI GOLONDRINO",,Colombia,False,2018,researchandinnovationbook,978-1-944645-88-5-,,44 - 49,Accesibility,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,RECOMENDACIONES DE ACCESIBILIDAD PARA JUEGOS SERIOS,MEMORIAS DEL SINNEM Seminario Internacional de Innovaciones Educativas y MOOC
0000900893,"MARIA ISABEL VIDAL CAICEDO, GABRIEL ELIAS CHANCHI GOLONDRINO",,Colombia,False,2020,"Editorial Universidad Pontificia Bolivariana, 2020",978-958-764-796-9,,83 - 108 N/A,"Juegos serios, Serious games","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación secundaria de formación técnica,Diseño de un modelo para la construcción de juegos serios aplicados a la enseñanza-aprendizaje física cinemática en educación media,Innovación educativa en Iberoamérica: estudio de casos de investigación
0001605118,MARYURY CLARITZA BARRERA DAZA,,Colombia,False,2018,Editorial Bonaventuriana,978-958-5415-19-5,,207 - 216,,,,Task workflo board: definición y representación visual de un flujo de tareas,Task workflo board: definición y representación visual de un flujo de tareas
0001575638,OSCAR DAVID MATALLANA TOST,,Alemania,False,2014,Springer Verlag Germany,978-3-642-35715-2,,39 - 47,,,,Conceptual and Practical Aspects of Indicators for Measuring Sustainability of Certified Products and Producers,Voluntary Standard Systems
0001620320,"VANESSA AGREDO DELGADO, CESAR COLLAZOS ORDONEZ",,Colombia,False,2017,"Springer Publishing Company, Inc.",978-3-319-58561-1,,20 - 31,,,,"Social Media for Communication, Learning and Aging",Social Computing and Social Media. Applications and Analytics
0001620320,"VANESSA AGREDO DELGADO, PABLO HERNANDO RUIZ MELENJE, CESAR COLLAZOS ORDONEZ, HABIB FARDOUN",,Colombia,False,2019,"Springer Publishing Company, Inc.",978-3-030-37385-6,,356 - 368,,,,Structure of a guide for usability evaluation in virtual learning environments,HCI-COLLAB 2019: V Iberoamerican Workshop on Human-Computer Interaction
0001620320,"VANESSA AGREDO DELGADO, PABLO HERNANDO RUIZ MELENJE, CESAR COLLAZOS ORDONEZ, HABIB FARDOUN",,Colombia,False,2019,"Springer Publishing Company, Inc.",978-3-030-37385-6,,17 - 29,,,,A reformation proposal of the Process phase in the computer-supported collaborative learning,HCI-COLLAB 2019: V Iberoamerican Workshop on Human-Computer Interaction
0001620320,VANESSA AGREDO DELGADO,,Colombia,False,2020,Red Universitaria de Campus Virtuales (RUCV),978-84-949828-6-6,,83 - 86,,,,Propuesta de lineamientos de usabilidad para el diseño de interfaces en aplicaciones interactivas móviles para el aprendizaje de matemáticas en niños entre 6 y 7 años,IX Jornadas Internacionales de Campus Virtuales
0001620320,VANESSA AGREDO DELGADO,,México,True,2020,Benemerita Universidad Autonoma De Puebla,978-607-525-665-8,,143 - 156,,,,A Usability Evaluation Guide in Virtual Learning Environments,Research and development in Learning Environments
0001620320,VANESSA AGREDO DELGADO,,México,True,2020,Benemerita Universidad Autonoma De Puebla,978-607-525-665-8,,59 - 73,,,,Refining the Process phase in the computer supported collaborative learning,Research and development in Learning Environments
0001620320,VANESSA AGREDO DELGADO,,Colombia,True,2020,"Springer Publishing Company, Inc.",978-3-030-45696-2,,203 - 214,,,,Validating the Shared Understanding Construction in Computer Supported Collaborative Work in a Problem-Solving Activity,Trends and Innovations in Information Systems and Technologies
0001620320,"VANESSA AGREDO DELGADO, PABLO HERNANDO RUIZ MELENJE, CESAR COLLAZOS ORDONEZ",,Brasil,False,2022,Dados Internacionais de Catalogação na Publicação,978-65-00-49304-7,,308 - 371,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,Colaboracion,Perspectivas en la interacción humano-tecnologia
0001620320,"VANESSA AGREDO DELGADO, CESAR COLLAZOS ORDONEZ, PABLO HERNANDO RUIZ MELENJE",,Colombia,False,2017,"Springer Publishing Company, Inc.",1865-0929,,1 - 15,,,,Software Tool to Support the Improvement of the Collaborative Learning Process,Communications in Computer and Information Science
0001620320,VANESSA AGREDO DELGADO,,Italia,False,2018,"Springer Publishing Company, Inc.",978-3-319-77711-5,,1317 - 1326,,,,Designing Collaborative Strategies Supporting Literacy Skills in Children with Cochlear Implants Using Serious Games,Trends and Advances in Information Systems and Technologies
0001620320,"VANESSA AGREDO DELGADO, PABLO HERNANDO RUIZ MELENJE, CESAR COLLAZOS ORDONEZ, HABIB FARDOUN",,Estados Unidos,False,2018,"Springer Publishing Company, Inc.",978-3-319-91743-6,,337 - 349,,,,Towards a Framework Definition to Increase Collaboration and Achieve Group Cognition,"Learning and Collaboration Technologies. Design, Development and Technological Innovation"
0001620320,VANESSA AGREDO DELGADO,,Brasil,False,2018,Sociedade Brasileira de Computação - SBC,978-85-7669-458-8,,152 - 168,,,,Interactive System Design,I Jornada Latino-Americana de Atualização em Informática (JoLAI_CLEI_LACLO)
0001620320,"CESAR COLLAZOS ORDONEZ, VANESSA AGREDO DELGADO",,Colombia,False,2016,IEEE Publications,978-1-5090-2966-2,,1 - 8,,,,"Descripción formal de mecanismos para evaluar, monitorear y mejorar el proceso de aprendizaje colaborativo en su etapa de Proceso",2016 IEEE 11th Colombian Computing Conference
0000826820,LUIS ERVIN PRADO ARELLANO,,Colombia,False,2008,Editora De La Pontificia Universidad Javeriana,978-958-716-087-1,,169 - 201 1,,,,"Ejército republicano y control social en las provincias del Cauca, 1830 - 1850",De Milicias Reales A Militares Contrainsurgentes. La Institución Militar En Colombia Del Siglo Xviii Al Xxi
0000826820,LUIS ERVIN PRADO ARELLANO,,Colombia,False,2011,Taller Editorial Universidad Del Cauca,978-958732088-6,,57 - 102,,,,"Bandidos, milicianos y funcionarios:control social de república en las provincias del Cauca, 1830 -1850.",Fragmentos De Historia Política Y Cultural. Colombia Siglo Xix Y Xx
0000826820,LUIS ERVIN PRADO ARELLANO,,Colombia,False,2013,Centro De Publicaciones Universidad Nacional De Colombia Sede Medellin,987-958-761-469-5,,255 - 282,,,,"Esclavismo, consenso y rebelión en la costa Pacífica, 1810-1830",El siglo XVIII americano. Estudios de Historia Colonial
0000826820,LUIS ERVIN PRADO ARELLANO,,Colombia,True,2018,Editorial Universidad Externado de Colombia,-9789587900392,,39 - 70 1,,,,La Paz Conservadora 1841-1849,"Paz en la República. Colombia, siglo XIX"
